prob_class1_positive,prob_class2_negative,epistemic_uncertainty,aleatoric_uncertainty
9.713692e-12,1.0,1.942716e-11,1.7892339e-10
0.86181223,0.13818781,0.005334755,0.40166008
0.48751664,0.5124834,0.007784251,0.69283545
0.9998549,0.00014510368,3.803251e-05,0.0014274925
0.10837252,0.8916275,0.026793452,0.34309906
0.15537441,0.8446256,0.0013010309,0.43191937
1.730627e-32,1.0,3.461254e-32,3.1879327e-31
0.9785251,0.021474905,0.0015382604,0.10372496
0.039906587,0.9600934,0.008557167,0.16764718
0.030422362,0.9695776,0.006074647,0.1362073
0.17811717,0.82188284,0.009199665,0.46852642
0.9963217,0.0036783,0.00073543173,0.024289532
3.3478862e-08,0.99999994,6.6928145e-08,6.2710455e-07
0.00011422097,0.9998858,0.00018100975,0.0011510126
2.2788603e-12,1.0,4.5577175e-12,4.1977637e-11
2.8298954e-08,1.0,5.658114e-08,4.832851e-07
5.972067e-06,0.99999404,1.1931888e-05,7.778498e-05
3.0257047e-14,1.0,6.051409e-14,5.5735527e-13
0.99158347,0.008416523,0.0003546928,0.048591435
0.0009292333,0.99907076,0.0016817352,0.007415913
2.0423059e-11,1.0,4.084524e-11,3.76165e-10
1.4794055e-05,0.9999852,2.9377088e-05,0.00017930075
0.99916863,0.0008313194,0.0001319625,0.0067271404
2.376888e-07,0.99999976,4.7170784e-07,3.8539247e-06
0.99117416,0.008825869,0.0004588923,0.05053373
0.0043499134,0.99565005,0.0040881215,0.027993549
1.517731e-05,0.9999848,3.0183824e-05,0.0001835921
7.630553e-06,0.9999924,1.4779776e-05,9.753285e-05
0.00048370863,0.99951625,0.00045674006,0.0041762693
7.4818735e-07,0.9999992,1.4955573e-06,1.1318568e-05
1.5991651e-06,0.9999984,3.1766267e-06,2.2941858e-05
0.94848883,0.051511176,0.0044469316,0.20294097
4.6830296e-06,0.99999535,9.065924e-06,6.210727e-05
0.9729138,0.02708622,0.0018035026,0.124462865
0.9991012,0.0008988312,0.0001794105,0.0072031394
0.9978126,0.0021873896,0.00081176904,0.015582832
0.9980337,0.0019663132,0.0003726319,0.014217621
0.022128342,0.97787166,0.010913745,0.106210485
0.008816619,0.99118334,0.005976755,0.050490126
0.9994076,0.0005923985,0.00015068175,0.0049945344
2.5921889e-05,0.999974,5.0748073e-05,0.00029972338
5.5378786e-07,0.99999946,1.099134e-06,8.504667e-06
4.069742e-07,0.9999996,7.95077e-07,6.395782e-06
